datetime,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,anomaly,anomaly_score,is_anomaly
2006-12-16 17:00:00,4.222888888888889,0.2289999999999999,234.6438888888889,18.1,0.0,0.5277777777777778,16.86111111111111,1,0.012399175932861217,0
2006-12-16 18:00:00,3.6322,0.0800333333333333,234.58016666666663,15.6,0.0,6.716666666666667,16.866666666666667,1,0.03367400738781634,0
2006-12-16 19:00:00,3.400233333333333,0.0852333333333333,233.2325,14.503333333333334,0.0,1.4333333333333331,16.683333333333334,1,0.06190775406868965,0
2006-12-16 20:00:00,3.2685666666666666,0.0751,234.0715,13.916666666666666,0.0,0.0,16.783333333333335,1,0.09087385983690366,0
2006-12-16 21:00:00,3.0564666666666667,0.0766666666666666,237.15866666666668,13.046666666666663,0.0,0.4166666666666667,17.216666666666665,1,0.13706803561164504,0
2006-12-16 22:00:00,2.200133333333333,0.0561666666666666,238.76,9.523333333333332,0.0,0.1333333333333333,4.433333333333334,1,0.17196460057023316,0
2006-12-16 23:00:00,2.0616,0.0714333333333333,240.61966666666663,8.896666666666667,0.0,0.0833333333333333,0.0,1,0.17531483600630804,0
2006-12-17 00:00:00,1.8824666666666665,0.1024333333333333,240.9618333333333,8.126666666666667,0.0,0.4666666666666667,0.0,1,0.19733518166854597,0
2006-12-17 01:00:00,3.3494,0.1369333333333333,240.44833333333327,14.246666666666666,0.0,25.23333333333333,0.0,-1,-0.006740679489587009,1
2006-12-17 02:00:00,1.5872666666666668,0.0782333333333333,245.81866666666667,6.87,0.0,0.5666666666666667,0.0,1,0.16912496296619012,0
2006-12-17 03:00:00,1.6622,0.0795333333333333,244.5135,7.206666666666667,0.0,0.7666666666666667,0.0,1,0.17015038014820338,0
2006-12-17 04:00:00,2.2157666666666667,0.0934666666666666,243.8555,9.333333333333334,0.0,0.5666666666666667,8.883333333333333,1,0.17827514580581272,0
2006-12-17 05:00:00,1.9967333333333332,0.0602333333333333,243.71016666666668,8.566666666666666,0.0,0.1666666666666666,4.65,1,0.18134159543316097,0
2006-12-17 06:00:00,1.3033,0.0948333333333333,244.1415,5.53,0.0,0.7166666666666667,0.0,1,0.22039108451465622,0
2006-12-17 07:00:00,1.6200333333333332,0.0598,241.84566666666663,6.803333333333333,0.0,0.1666666666666666,0.0,1,0.18492183294807557,0
2006-12-17 08:00:00,1.8905666666666667,0.1185666666666666,241.3115,8.05,0.0,0.75,0.0,1,0.18739424243873115,0
2006-12-17 09:00:00,2.5490666666666666,0.0792333333333333,238.8478333333333,10.973333333333333,0.0,7.316666666666666,0.0,1,0.10262111984210354,0
2006-12-17 10:00:00,3.6289,0.1946,235.441,15.533333333333331,8.883333333333333,22.35,16.15,-1,-0.017259300291246782,1
