datetime,shap_global_active_power,shap_global_reactive_power,shap_voltage,shap_global_intensity,shap_sub_metering_1,shap_sub_metering_2,shap_sub_metering_3
2006-12-17 01:00:00,-1.847597559471272,0.17684347916527451,0.19841970699312733,-1.4601753088695142,0.17463851784728854,-3.247686969127979,-0.23896889069439897
2006-12-17 10:00:00,-1.1651077130449683,-0.1658975934488512,-0.41171212907977534,-1.1703748046943852,-1.0350584791443063,-2.2428918190167857,-0.29084230030736563
2006-12-19 08:00:00,-1.52586607549357,0.19105292830915419,-0.2597857376223668,-1.2285457421956696,-1.1062376412670243,-2.7255739543352404,-0.24559142784055582
2006-12-19 20:00:00,-1.195657718162192,-0.9119694411388566,0.15990350183032911,-1.1282626326343899,0.1592062342976417,-3.48201220494425,-0.22421444620992775
2006-12-22 21:00:00,-2.034182984754422,-0.057851556007540834,-0.6110186447842699,-2.118223165910439,-1.3440473190340827,0.13488655958211584,-0.31085219447347795
2006-12-23 16:00:00,-1.99529234974444,-1.9483652930109943,0.2238256364470866,-1.7513648159519315,-0.3608333988387663,-0.019912842551565193,-0.2601292665894598
2006-12-23 17:00:00,-1.986465213426419,-0.37243091795817135,-0.8916877327054759,-1.8034895307215046,-1.8404389819749278,0.09297407707746606,-0.3166844530734953
2006-12-23 22:00:00,-1.9477024719311564,-1.1459689963675592,0.025993625190980918,-1.8598095498714575,-1.7157368937662048,0.1085590544494251,-0.13687576606987525
2006-12-23 23:00:00,-2.454238155794881,0.19389321981045252,0.19526562304286582,-2.305094188384929,-1.7127892492490353,0.14646674012133562,-0.5127419462804801
2006-12-24 13:00:00,-1.3896209990548005,0.07421085282901134,-0.09567797387114188,-1.1858809771591388,0.1738353321335502,-3.628458713753999,-0.2633442695202558
2006-12-24 15:00:00,-1.0951012293744131,-0.5768515014352216,-0.0467727932271472,-1.0996885121819533,-1.0420976746615764,-3.2106058068684504,-0.1904066334322052
2006-12-25 12:00:00,-0.9319045075690662,-1.4892123495390108,0.1697426620850148,-0.9336329237544776,-2.99758412595056,0.12719595117819354,-0.17832642561988377
2006-12-25 16:00:00,-1.766473476500154,-2.061677574976768,0.12412032028972951,-1.4512360534812276,-2.634748084440857,0.12251289252778778,-0.1162102619702893
2006-12-25 22:00:00,-2.2053020024259657,-0.012853188409204947,0.027139242717179088,-2.118724159524354,-1.4637060391669192,-0.28380970477407197,-0.24152507432931206
2006-12-26 14:00:00,-1.7484065614048405,-0.03570807854135253,-0.06438252132325449,-1.5097278157768215,0.1676797503505836,-3.0121342507592574,-0.45329081955678174
2006-12-28 21:00:00,-1.8001446990595342,-0.009876830102403393,-0.06614950792041645,-1.5845259936071414,-1.243611709046465,-2.692308422882439,-0.4115348329915779
2006-12-28 22:00:00,-1.3594962875253094,0.06719831216676683,-0.07786106559355811,-1.3236416473064219,-1.2364072573565743,-2.376778824884529,-0.22615480594695303
2006-12-29 20:00:00,-1.4885452145968385,-0.16285496779188927,-1.0724458056934303,-1.3318227224620793,-2.5236210099667167,0.0740818500732367,-0.3381916958018957
2006-12-29 21:00:00,-1.9546980743529774,0.19052334137508647,-1.0554326413817916,-1.6390438724702414,0.14228256120627295,-2.9119642774962027,-0.28119214170604917
2006-12-29 22:00:00,-1.4282553509999327,-0.052121791237371956,-0.06816539921049067,-1.3282822841505733,0.1677337355441159,-3.1860325358873447,-0.2872275960426878
2006-12-30 10:00:00,-1.3561381787283684,-1.1764524117013366,-0.22498446609788159,-1.2453401336198526,-1.1601771125493108,-1.9724166863448134,-0.21781904798217072
2006-12-30 11:00:00,-1.5707378141296942,-0.8156071789930589,-0.3039522074058308,-1.3048050112730118,0.14435297796718724,-2.892450299475926,-0.2550155994125138
2006-12-30 16:00:00,-1.4753206728594879,-1.901725474132246,0.08120808801440355,-1.2326588861506844,0.13356386822430097,-2.426113360421611,-0.22822208961364926
2006-12-30 18:00:00,-1.6373419326883984,-1.1636086033200677,-1.1292629035434376,-1.3869051096311886,-0.8147896440454282,0.09818377865240238,-0.2065152003062354
2006-12-30 19:00:00,-1.4177930764607396,-1.1410507173299094,-0.9992906019485334,-1.2723807145292354,-1.58916204115522,0.0971973758564137,-0.2302310519654226
2007-01-04 12:00:00,-1.5543080206295752,-0.9053694832495186,0.07265856142479803,-1.4818839920461198,0.15181734282996695,-2.950529664826787,-0.18977719313861116
2007-01-04 13:00:00,-1.3273403942667852,-0.6188118973956713,0.1500954300830036,-1.2621634565523048,0.1608983385995514,-3.3025685454103626,-0.22043228275645071
2007-01-06 12:00:00,-1.4833588398031652,-0.8134685111177646,-1.1472086370952772,-1.4022720731549818,-2.296457746043656,0.10075936980235048,-0.28814823913457827
2007-01-07 15:00:00,-1.5918822844669842,-0.8101507274147897,0.1717822715541878,-1.3960410914305692,0.15659409007570219,-3.1070002691982945,-0.25390401074428176
2007-01-07 18:00:00,-1.6856639451906132,-1.4297566527560066,-0.9831320708674578,-1.4159117166291655,0.11209971871384816,-2.5242062942670254,-0.25875375431506736
2007-01-07 21:00:00,-1.5570565035561905,-0.3507899376722706,-0.32759129244486185,-1.5036977825961968,-0.9536915983039357,-2.1484917397434025,-0.28005688293526504
2007-01-10 11:00:00,-1.3957473686977708,-0.18967916359748996,0.03444375508092613,-1.2271942901865818,-1.2949688960821604,-2.7326763426982623,-0.327441252034289
2007-01-11 19:00:00,-1.5700914985237546,-1.1102612257797966,-0.6974561420901321,-1.5352609015107765,-0.9502389782309164,-0.9863753787885294,-0.20996933154450362
2007-01-11 20:00:00,-1.4389638184855749,-1.536165760022587,-0.8109184078051387,-1.1672996544483765,0.14097139086777316,-1.5442353673562281,-0.18846345329972497
2007-01-13 10:00:00,-1.181709537961667,-2.2074889894153924,-0.09812885283761909,-1.0051926118519712,-1.957077066479352,-0.3280132444241711,-0.09681624545274156
2007-01-13 20:00:00,-1.7161601853518678,-0.9163490000407546,-0.8022853143203216,-1.5186982642512448,-2.005229185724675,0.13203886553841593,-0.2755455159725283
2007-01-13 21:00:00,-1.873994825614975,-0.9695945272124347,-1.0716597319291572,-1.727409841859576,-1.2523656014536066,0.1424455451562379,-0.2735848836848171
2007-01-13 22:00:00,-1.8317329540730218,-0.5321725048246715,-1.163044966296148,-1.6321806033173576,-2.3422480366084546,0.10873008165805062,-0.3555737693209213
2007-01-13 23:00:00,-2.09042441345961,0.04558525132554528,-0.717634122137118,-2.0525690732042463,-1.8162125117507526,0.12137121165899067,-0.37096965320109454
2007-01-14 16:00:00,-1.2663760708583922,-0.1336978964081555,0.12472069462166557,-1.1382429067876438,-1.4226278605619187,-2.3996272351745205,-0.21991806281872428
2007-01-14 17:00:00,-1.7648855889415889,-0.1371548401011882,-0.8428391195111063,-1.5427626255857247,0.09477849658017977,-2.7141431148885773,-0.3239016676572037
2007-01-17 10:00:00,-1.4719701709946338,-0.0020589339619453075,-0.05805475827874937,-1.3643256078390915,-1.0546588193666735,-2.8323165155518817,-0.23768665397611
2007-01-17 15:00:00,-1.7355988608047639,-0.35183360566410943,-0.01069469844167957,-1.473782948251095,0.15374017151122674,-3.1963568506202114,-0.42711132520504186
2007-01-20 13:00:00,-1.2488642998945263,-1.1156841653866902,-0.004645038931360917,-1.1863642434082426,-1.0917017811786178,-2.5303247561530733,-0.18068679195897003
